age,workclass,education,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
young,Private,UGrD,Never-married,Prof-specialty,White,Female,no,no,part-time,other,<=50K
adult,gov,UGrD,Never-married,Exec-managerial,Asian-Pac-Islander,Male,no,yes,full-time,other,<=50K
young,Private,BeforeHS,Married,ManualWork,White,Male,no,no,full-time,other,<=50K
adult,Private,AfterHS,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
senior,gov,GrD,Never-married,Prof-specialty,White,Female,no,no,full-time,United-States,<=50K
adult,Private,GrD,Not-married,Exec-managerial,White,Female,no,no,over-time,United-States,>50K
senior,Private,AfterHS,Not-married,Other,White,Female,no,no,part-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Private,GrD,Never-married,Prof-specialty,White,Male,no,no,over-time,United-States,>50K
senior,Self-employed,AfterHS,Married,Exec-managerial,White,Male,yes,no,over-time,United-States,>50K
senior,Private,AfterHS,Married,Exec-managerial,White,Female,no,no,full-time,United-States,>50K
adult,gov,UGrD,Never-married,Prof-specialty,White,Male,no,no,full-time,United-States,<=50K
adult,Private,BeforeHS,Married,ManualWork,White,Male,yes,no,full-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,>50K
senior,gov,HS-grad,Never-married,ManualWork,Black,Male,no,no,full-time,United-States,<=50K
adult,gov,HS-grad,Never-married,ManualWork,Amer-Indian-Eskimo,Male,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Never-married,ManualWork,White,Male,no,no,part-time,United-States,<=50K
senior,Private,BeforeHS,Married,ManualWork,White,Male,no,no,full-time,United-States,>50K
senior,Self-employed,AfterHS,Married,Prof-specialty,White,Male,no,no,full-time,United-States,>50K
adult,Private,UGrD,Married,Other,White,Female,no,no,part-time,United-States,<=50K
adult,Self-employed,BeforeHS,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
senior,gov,AfterHS,Married,Prof-specialty,White,Male,no,no,full-time,United-States,<=50K
adult,gov,UGrD,Married,ManualWork,White,Male,no,no,over-time,United-States,>50K
senior,Self-employed,BeforeHS,Not-married,Exec-managerial,White,Female,no,no,over-time,United-States,<=50K
senior,Private,UGrD,Married,Exec-managerial,White,Male,no,yes,full-time,United-States,>50K
adult,Private,UGrD,Married,Prof-specialty,White,Male,no,no,full-time,United-States,>50K
adult,Private,AfterHS,Married,Prof-specialty,White,Male,no,no,over-time,United-States,>50K
adult,Self-employed,HS-grad,Never-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
young,Private,BeforeHS,Married,Other,White,Female,no,no,part-time,United-States,<=50K
young,Private,AfterHS,Never-married,Other,White,Female,no,no,part-time,United-States,<=50K
adult,Private,HS-grad,Not-married,ManualWork,Black,Male,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,Black,Female,no,no,part-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,Amer-Indian-Eskimo,Male,no,no,over-time,United-States,<=50K
young,Private,HS-grad,Never-married,Sales,White,Male,yes,no,over-time,United-States,<=50K
adult,Private,AfterHS,Never-married,Other,White,Female,no,no,full-time,United-States,<=50K
young,Private,AfterHS,Never-married,Other,White,Female,no,no,full-time,United-States,<=50K
senior,Private,HS-grad,Married,Other,White,Female,no,no,part-time,United-States,>50K
senior,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Self-employed,AfterHS,Not-married,Prof-specialty,White,Male,yes,no,full-time,United-States,>50K
adult,gov,AfterHS,Not-married,Prof-specialty,White,Male,no,no,full-time,United-States,>50K
adult,Private,GrD,Not-married,Exec-managerial,White,Male,no,no,over-time,United-States,<=50K
senior,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,>50K
adult,Private,BeforeHS,Never-married,Other,Asian-Pac-Islander,Male,no,no,full-time,other,<=50K
senior,Private,BeforeHS,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Never-married,Other,White,Male,yes,no,full-time,United-States,>50K
senior,gov,AfterHS,Married,Prof-specialty,White,Male,no,no,full-time,United-States,>50K
adult,Private,HS-grad,Married,Other,White,Male,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Not-married,Sales,Black,Male,no,no,over-time,United-States,<=50K
adult,Self-employed,HS-grad,Never-married,Exec-managerial,White,Male,yes,no,over-time,United-States,<=50K
senior,gov,UGrD,Not-married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
adult,Private,UGrD,Never-married,Exec-managerial,White,Female,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Never-married,Other,White,Male,no,no,full-time,United-States,<=50K
senior,Self-employed,GrD,Married,Exec-managerial,White,Male,yes,no,over-time,United-States,>50K
senior,Private,AfterHS,Married,Sales,White,Male,yes,no,over-time,United-States,>50K
senior,Self-employed,HS-grad,Married,ManualWork,White,Male,no,no,over-time,United-States,>50K
adult,Private,AfterHS,Married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
senior,Private,HS-grad,Married,Other,White,Male,no,no,full-time,United-States,<=50K
senior,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
senior,Private,HS-grad,Married,ManualWork,White,Male,yes,no,full-time,United-States,>50K
senior,Private,GrD,Not-married,Prof-specialty,White,Female,no,no,over-time,United-States,<=50K
young,Private,AfterHS,Married,ManualWork,White,Male,no,no,over-time,United-States,>50K
adult,Private,UGrD,Married,Exec-managerial,White,Female,no,no,over-time,United-States,>50K
senior,Self-employed,HS-grad,Married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
senior,gov,HS-grad,Not-married,ManualWork,Black,Male,no,no,full-time,United-States,<=50K
young,Private,UGrD,Married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
adult,Private,AfterHS,Not-married,Sales,White,Male,no,no,over-time,United-States,>50K
adult,Private,HS-grad,Never-married,ManualWork,Black,Female,no,no,full-time,United-States,<=50K
adult,Self-employed,HS-grad,Married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
adult,Private,HS-grad,Married,Exec-managerial,White,Male,yes,no,over-time,United-States,>50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,over-time,United-States,>50K
senior,Private,AfterHS,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,gov,HS-grad,Married,Other,White,Male,no,no,full-time,United-States,>50K
young,Private,HS-grad,Never-married,ManualWork,White,Male,no,no,over-time,other,<=50K
adult,Private,HS-grad,Never-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,gov,AfterHS,Married,Other,White,Male,no,no,full-time,United-States,>50K
adult,gov,GrD,Married,Other,White,Male,no,no,full-time,other,<=50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
young,gov,AfterHS,Never-married,Prof-specialty,White,Female,no,no,part-time,United-States,<=50K
senior,Self-employed,AfterHS,Not-married,Sales,White,Female,yes,no,over-time,United-States,<=50K
adult,Self-employed,AfterHS,Married,Other,White,Female,no,no,part-time,United-States,>50K
senior,Private,BeforeHS,Married,ManualWork,White,Male,no,no,full-time,other,<=50K
adult,Private,AfterHS,Married,Prof-specialty,White,Male,no,no,full-time,United-States,<=50K
senior,Private,HS-grad,Married,Other,White,Male,no,no,full-time,United-States,>50K
senior,Private,UGrD,Married,Exec-managerial,White,Male,yes,no,over-time,United-States,>50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Private,UGrD,Married,Prof-specialty,White,Male,no,no,part-time,United-States,>50K
adult,Private,HS-grad,Married,ManualWork,White,Male,yes,no,full-time,United-States,>50K
senior,Private,AfterHS,Married,Sales,White,Male,no,no,over-time,United-States,<=50K
adult,Private,HS-grad,Never-married,Other,White,Male,no,no,part-time,United-States,<=50K
adult,Private,UGrD,Married,Exec-managerial,Asian-Pac-Islander,Male,no,no,full-time,other,>50K
adult,Private,AfterHS,Married,ManualWork,White,Male,no,no,over-time,United-States,>50K
young,Private,AfterHS,Never-married,Sales,Black,Female,no,no,part-time,United-States,<=50K
senior,Private,HS-grad,Married,Exec-managerial,White,Male,no,no,over-time,United-States,<=50K
senior,Private,HS-grad,Not-married,Other,Black,Female,no,no,part-time,United-States,<=50K
adult,Private,BeforeHS,Married,ManualWork,Black,Female,no,no,over-time,United-States,<=50K
adult,Private,BeforeHS,Married,Other,White,Male,no,no,over-time,other,<=50K
adult,gov,AfterHS,Married,Prof-specialty,White,Male,no,no,over-time,United-States,>50K
adult,Private,HS-grad,Not-married,Sales,White,Male,no,no,part-time,United-States,<=50K
adult,Private,UGrD,Married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
senior,Private,HS-grad,Not-married,Other,White,Female,no,no,part-time,United-States,<=50K
adult,Private,AfterHS,Never-married,ManualWork,Black,Male,no,no,over-time,United-States,<=50K
adult,Private,HS-grad,Not-married,Other,Black,Female,no,no,full-time,United-States,<=50K
senior,Private,HS-grad,Married,ManualWork,Black,Male,no,no,full-time,United-States,<=50K
adult,gov,AfterHS,Married,Other,White,Male,no,no,full-time,United-States,>50K
senior,Private,BeforeHS,Not-married,Other,White,Female,no,no,part-time,United-States,<=50K
adult,gov,AfterHS,Married,Other,White,Male,no,no,full-time,United-States,>50K
adult,Private,HS-grad,Married,Other,White,Female,no,no,over-time,United-States,<=50K
senior,gov,HS-grad,Not-married,Exec-managerial,White,Female,no,no,part-time,United-States,<=50K
adult,Private,HS-grad,Married,Sales,White,Female,no,no,full-time,United-States,>50K
senior,Private,AfterHS,Married,ManualWork,Black,Male,yes,no,full-time,United-States,>50K
senior,Private,GrD,Married,Prof-specialty,White,Male,no,no,over-time,United-States,>50K
young,Private,HS-grad,Never-married,ManualWork,Black,Male,no,no,part-time,United-States,<=50K
senior,Private,AfterHS,Married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
old,Self-employed,HS-grad,Married,Sales,White,Male,no,no,part-time,United-States,<=50K
adult,Private,AfterHS,Never-married,Other,White,Male,no,no,part-time,United-States,<=50K
senior,Self-employed,GrD,Married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
adult,Private,GrD,Married,Prof-specialty,Asian-Pac-Islander,Male,no,no,full-time,other,<=50K
senior,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
senior,Private,AfterHS,Not-married,Exec-managerial,White,Female,no,no,full-time,United-States,<=50K
adult,gov,AfterHS,Never-married,Other,Asian-Pac-Islander,Female,no,no,full-time,United-States,<=50K
senior,Private,AfterHS,Not-married,Other,White,Female,no,no,full-time,United-States,<=50K
adult,Private,BeforeHS,Married,Other,Black,Female,no,no,part-time,United-States,<=50K
adult,Private,HS-grad,Married,Sales,White,Male,yes,no,full-time,other,<=50K
adult,Private,AfterHS,Married,Sales,White,Male,no,no,full-time,United-States,<=50K
adult,Private,UGrD,Married,Exec-managerial,White,Male,yes,no,over-time,United-States,>50K
senior,Self-employed,AfterHS,Married,Prof-specialty,White,Male,no,no,part-time,United-States,>50K
senior,Self-employed,AfterHS,Married,Sales,White,Male,no,no,over-time,United-States,>50K
adult,Private,HS-grad,Married,Other,White,Male,no,no,full-time,United-States,>50K
adult,Private,HS-grad,Never-married,Other,Black,Female,no,no,full-time,United-States,<=50K
senior,Private,BeforeHS,Not-married,Other,White,Female,no,no,part-time,United-States,<=50K
adult,gov,AfterHS,Married,Other,White,Male,no,no,over-time,United-States,>50K
adult,Private,GrD,Married,Prof-specialty,White,Male,no,no,over-time,United-States,>50K
adult,Private,GrD,Married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
senior,Private,BeforeHS,Never-married,ManualWork,White,Male,no,no,full-time,other,<=50K
senior,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,>50K
senior,Private,AfterHS,Married,Exec-managerial,White,Male,yes,no,full-time,United-States,>50K
adult,Private,GrD,Married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
senior,Private,BeforeHS,Not-married,Sales,White,Female,no,no,part-time,United-States,<=50K
adult,Private,GrD,Married,Prof-specialty,White,Male,no,no,over-time,other,>50K
senior,Private,BeforeHS,Married,Sales,Asian-Pac-Islander,Male,no,no,full-time,other,>50K
senior,Private,UGrD,Married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
adult,Private,HS-grad,Not-married,Other,White,Female,no,no,over-time,United-States,<=50K
young,gov,HS-grad,Not-married,Other,White,Female,no,no,full-time,United-States,<=50K
young,Private,HS-grad,Not-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
senior,Self-employed,AfterHS,Married,Prof-specialty,White,Male,no,yes,over-time,United-States,>50K
senior,Self-employed,HS-grad,Married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
adult,Private,UGrD,Married,Exec-managerial,White,Male,no,no,full-time,United-States,>50K
adult,Private,HS-grad,Married,Other,White,Female,no,no,full-time,United-States,>50K
adult,gov,AfterHS,Married,Other,Other,Male,no,no,full-time,United-States,>50K
adult,Private,HS-grad,Not-married,Other,White,Female,no,no,full-time,United-States,<=50K
young,Private,AfterHS,Never-married,Sales,White,Female,no,yes,full-time,United-States,<=50K
adult,Private,HS-grad,Married,Sales,White,Male,no,no,over-time,United-States,>50K
senior,Private,BeforeHS,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
young,Private,UGrD,Never-married,Other,White,Female,no,no,full-time,United-States,<=50K
young,Private,BeforeHS,Never-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Private,AfterHS,Married,ManualWork,White,Male,no,no,over-time,United-States,>50K
adult,Self-employed,HS-grad,Married,Exec-managerial,White,Male,no,no,over-time,United-States,<=50K
senior,Private,BeforeHS,Married,ManualWork,White,Male,no,no,part-time,United-States,>50K
adult,Private,AfterHS,Married,Sales,White,Male,no,no,full-time,United-States,>50K
senior,Private,UGrD,Married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
adult,Private,AfterHS,Not-married,ManualWork,White,Male,no,no,full-time,other,<=50K
senior,Private,HS-grad,Married,ManualWork,Black,Male,yes,no,full-time,United-States,<=50K
adult,Private,BeforeHS,Never-married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
adult,Private,HS-grad,Not-married,Other,White,Female,no,no,full-time,United-States,<=50K
young,gov,BeforeHS,Never-married,ManualWork,Black,Female,no,no,part-time,United-States,<=50K
adult,Private,AfterHS,Married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,over-time,United-States,>50K
adult,Self-employed,UGrD,Married,Exec-managerial,White,Female,no,no,full-time,United-States,>50K
senior,gov,HS-grad,Married,Other,White,Male,no,no,over-time,United-States,>50K
adult,gov,HS-grad,Never-married,Other,Black,Female,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,>50K
senior,Self-employed,HS-grad,Married,Sales,Black,Male,no,no,over-time,United-States,>50K
young,Private,AfterHS,Never-married,Other,White,Female,no,no,full-time,United-States,<=50K
adult,gov,HS-grad,Married,Other,White,Female,no,no,full-time,United-States,>50K
adult,Private,HS-grad,Never-married,ManualWork,Black,Male,no,no,full-time,United-States,<=50K
senior,Self-employed,GrD,Married,Sales,White,Male,yes,no,over-time,United-States,>50K
